"","part_social_group","weekend","week","part_age_group","sample","sample_total","sample_proportion","pop_estimate","pop_proportion","weight_raw","weight_proportion"
"5393","D - Working class",TRUE,"2021 / 03","60-69",4,1784,0.00224215246636771,1093.01655,3.10787018366863e-05,273.2541375,0.0138611010191621
"5394","D - Working class",TRUE,"2021 / 03","70-120",25,1784,0.0140134529147982,1392.18765,3.95852971074107e-05,55.687506,0.00282480680158482
"5395","D - Working class",TRUE,"2021 / 04","18-29",1,2211,0.000452284034373587,1506.8928,4.28468096215463e-05,1506.8928,0.0947342960732389
"5396","D - Working class",TRUE,"2021 / 04","60-69",1,2211,0.000452284034373587,1093.01655,3.10787018366863e-05,1093.01655,0.0687150097609134
"5397","D - Working class",TRUE,"2021 / 05","18-29",8,1631,0.00490496627835684,1506.8928,4.28468096215463e-05,188.3616,0.00873539331159276
"5398","D - Working class",TRUE,"2021 / 05","30-39",8,1631,0.00490496627835684,1394.2536,3.96440400825829e-05,174.2817,0.00808242867183659
"5399","D - Working class",TRUE,"2021 / 05","40-49",11,1631,0.00674432863274065,1290.63765,3.66978365547635e-05,117.330695454545,0.00544128831098357
"5400","D - Working class",TRUE,"2021 / 05","50-59",13,1631,0.00797057020232986,1376.01975,3.91255809728056e-05,105.847673076923,0.00490875558204969
"5401","D - Working class",TRUE,"2021 / 05","60-69",13,1631,0.00797057020232986,1093.01655,3.10787018366863e-05,84.0781961538462,0.0038991817458181
"5402","D - Working class",TRUE,"2021 / 05","70-120",10,1631,0.00613120784794605,1392.18765,3.95852971074107e-05,139.218765,0.00645636195821868
"5403","D - Working class",TRUE,"2021 / 06","18-29",3,2216,0.00135379061371841,1506.8928,4.28468096215463e-05,502.2976,0.0316495100404489
"5404","D - Working class",TRUE,"2021 / 06","30-39",5,2216,0.00225631768953069,1394.2536,3.96440400825829e-05,278.85072,0.0175702385646008
"5405","D - Working class",TRUE,"2021 / 06","40-49",8,2216,0.0036101083032491,1290.63765,3.66978365547635e-05,161.32970625,0.0101653007256695
"5406","D - Working class",TRUE,"2021 / 06","50-59",15,2216,0.00676895306859206,1376.01975,3.91255809728056e-05,91.73465,0.00578015249571581
"5407","D - Working class",TRUE,"2021 / 06","60-69",13,2216,0.00586642599277978,1093.01655,3.10787018366863e-05,84.0781961538462,0.00529772332846899
"5408","D - Working class",TRUE,"2021 / 06","70-120",1,2216,0.000451263537906137,1392.18765,3.95852971074107e-05,1392.18765,0.087721018390022
"5409","D - Working class",TRUE,"2021 / 07","18-29",2,1710,0.00116959064327485,1506.8928,4.28468096215463e-05,753.4464,0.0366340222264221
"5410","D - Working class",TRUE,"2021 / 07","30-39",3,1710,0.00175438596491228,1394.2536,3.96440400825829e-05,464.7512,0.0225971028470723
"5411","D - Working class",TRUE,"2021 / 07","40-49",4,1710,0.00233918128654971,1290.63765,3.66978365547635e-05,322.6594125,0.0156883251271614
"5412","D - Working class",TRUE,"2021 / 07","50-59",7,1710,0.00409356725146199,1376.01975,3.91255809728056e-05,196.57425,0.00955782049478537
"5413","D - Working class",TRUE,"2021 / 07","60-69",5,1710,0.00292397660818713,1093.01655,3.10787018366863e-05,218.60331,0.0106289160281467
"5414","D - Working class",TRUE,"2021 / 07","70-120",15,1710,0.0087719298245614,1392.18765,3.95852971074107e-05,92.81251,0.00451272387024482
"5415","D - Working class",TRUE,"2021 / 08","18-29",7,2312,0.00302768166089965,1506.8928,4.28468096215463e-05,215.2704,0.0141516891207164
"5416","D - Working class",TRUE,"2021 / 08","30-39",4,2312,0.00173010380622837,1394.2536,3.96440400825829e-05,348.5634,0.0229142551677329
"5417","D - Working class",TRUE,"2021 / 08","40-49",10,2312,0.00432525951557093,1290.63765,3.66978365547635e-05,129.063765,0.00848453981146132
"5418","D - Working class",TRUE,"2021 / 08","50-59",16,2312,0.0069204152249135,1376.01975,3.91255809728056e-05,86.001234375,0.00565364645057041
"5419","D - Working class",TRUE,"2021 / 08","60-69",24,2312,0.0103806228373702,1093.01655,3.10787018366863e-05,45.54235625,0.00299391494360078
"5420","D - Working class",TRUE,"2021 / 08","70-120",12,2312,0.00519031141868512,1392.18765,3.95852971074107e-05,116.0156375,0.00762676724269445
"5421","D - Working class",TRUE,"2021 / 09","18-29",2,1472,0.00135869565217391,1506.8928,4.28468096215463e-05,753.4464,0.0315352518814581
"5422","D - Working class",TRUE,"2021 / 09","30-39",6,1472,0.00407608695652174,1394.2536,3.96440400825829e-05,232.3756,0.00972600450026035
"5423","D - Working class",TRUE,"2021 / 09","40-49",5,1472,0.00339673913043478,1290.63765,3.66978365547635e-05,258.12753,0.0108038430817224
"5424","D - Working class",TRUE,"2021 / 09","50-59",15,1472,0.0101902173913043,1376.01975,3.91255809728056e-05,91.73465,0.00383952367946466
"5425","D - Working class",TRUE,"2021 / 09","60-69",20,1472,0.0135869565217391,1093.01655,3.10787018366863e-05,54.6508275,0.00228739245518011
"5426","D - Working class",TRUE,"2021 / 09","70-120",2,1472,0.00135869565217391,1392.18765,3.95852971074107e-05,696.093825,0.0291347786710542
"5427","D - Working class",TRUE,"2021 / 10","18-29",10,2319,0.0043122035360069,1506.8928,4.28468096215463e-05,150.68928,0.00993617515123659
"5428","D - Working class",TRUE,"2021 / 10","30-39",7,2319,0.00301854247520483,1394.2536,3.96440400825829e-05,199.179085714286,0.01313350413593
"5429","D - Working class",TRUE,"2021 / 10","40-49",3,2319,0.00129366106080207,1290.63765,3.66978365547635e-05,430.21255,0.0283674276568322
"5430","D - Working class",TRUE,"2021 / 10","50-59",8,2319,0.00344976282880552,1376.01975,3.91255809728056e-05,172.00246875,0.011341527784492
"5431","D - Working class",TRUE,"2021 / 10","60-69",5,2319,0.00215610176800345,1093.01655,3.10787018366863e-05,218.60331,0.0144143019118551
"5432","D - Working class",TRUE,"2021 / 10","70-120",1,2319,0.00043122035360069,1392.18765,3.95852971074107e-05,1392.18765,0.0917983039920853
"5433","D - Working class",TRUE,"2021 / 11","30-39",1,1829,0.000546746856205577,1394.2536,3.96440400825829e-05,1394.2536,0.0725089493110442
"5434","D - Working class",TRUE,"2021 / 11","40-49",3,1829,0.00164024056861673,1290.63765,3.66978365547635e-05,430.21255,0.0223734476862208
"5435","D - Working class",TRUE,"2021 / 11","50-59",11,1829,0.00601421541826134,1376.01975,3.91255809728056e-05,125.092704545455,0.00650551705447831
"5436","D - Working class",TRUE,"2021 / 11","60-69",7,1829,0.00382722799343904,1093.01655,3.10787018366863e-05,156.145221428571,0.00812042080847132
"5437","D - Working class",TRUE,"2021 / 11","70-120",12,1829,0.00656096227446692,1392.18765,3.95852971074107e-05,116.0156375,0.00603345903412118
"5438","D - Working class",TRUE,"2021 / 12","18-29",8,1801,0.00444197667962243,1506.8928,4.28468096215463e-05,188.3616,0.00964588801605062
"5439","D - Working class",TRUE,"2021 / 12","30-39",7,1801,0.00388672959466963,1394.2536,3.96440400825829e-05,199.179085714286,0.0101998451698188
"5440","D - Working class",TRUE,"2021 / 12","40-49",8,1801,0.00444197667962243,1290.63765,3.66978365547635e-05,161.32970625,0.00826160045439113
"5441","D - Working class",TRUE,"2021 / 12","50-59",21,1801,0.0116601887840089,1376.01975,3.91255809728056e-05,65.52475,0.00335548434914395
"5442","D - Working class",TRUE,"2021 / 12","60-69",25,1801,0.0138811771238201,1093.01655,3.10787018366863e-05,43.720662,0.00223890968031488
"5443","D - Working class",TRUE,"2021 / 12","70-120",2,1801,0.00111049416990561,1392.18765,3.95852971074107e-05,696.093825,0.0356465600452233
"5444","D - Working class",TRUE,"2021 / 13","18-29",5,2268,0.00220458553791887,1506.8928,4.28468096215463e-05,301.37856,0.0194353128443334
"5445","D - Working class",TRUE,"2021 / 13","30-39",7,2268,0.00308641975308642,1394.2536,3.96440400825829e-05,199.179085714286,0.0128446689867569
"5446","D - Working class",TRUE,"2021 / 13","40-49",15,2268,0.00661375661375661,1290.63765,3.66978365547635e-05,86.04251,0.00554871288708024
"5447","D - Working class",TRUE,"2021 / 13","50-59",10,2268,0.00440917107583774,1376.01975,3.91255809728056e-05,137.601975,0.00887368176463231
"5448","D - Working class",TRUE,"2021 / 13","60-69",18,2268,0.00793650793650794,1093.01655,3.10787018366863e-05,60.7231416666667,0.00391591643142247
"5449","D - Working class",TRUE,"2021 / 13","70-120",15,2268,0.00661375661375661,1392.18765,3.95852971074107e-05,92.81251,0.00598529692264049
"5450","D - Working class",TRUE,"2021 / 14","18-29",6,1689,0.00355239786856128,1506.8928,4.28468096215463e-05,251.1488,0.0120613769084653
"5451","D - Working class",TRUE,"2021 / 14","30-39",6,1689,0.00355239786856128,1394.2536,3.96440400825829e-05,232.3756,0.0111597972832471
"5452","D - Working class",TRUE,"2021 / 14","40-49",5,1689,0.0029603315571344,1290.63765,3.66978365547635e-05,258.12753,0.0123965291881991
"5453","D - Working class",TRUE,"2021 / 14","50-59",17,1689,0.010065127294257,1376.01975,3.91255809728056e-05,80.9423382352941,0.00388724154488639
"5454","D - Working class",TRUE,"2021 / 14","60-69",23,1689,0.0136175251628182,1093.01655,3.10787018366863e-05,47.5224586956522,0.00228225771313753
"5455","D - Working class",TRUE,"2021 / 14","70-120",5,1689,0.0029603315571344,1392.18765,3.95852971074107e-05,278.43753,0.0133719133628833
"5456","D - Working class",TRUE,"2021 / 15","18-29",1,1844,0.000542299349240781,1506.8928,4.28468096215463e-05,1506.8928,0.0790095169421314
"5457","D - Working class",TRUE,"2021 / 15","30-39",4,1844,0.00216919739696312,1394.2536,3.96440400825829e-05,348.5634,0.0182759024780707
"5458","D - Working class",TRUE,"2021 / 15","40-49",6,1844,0.00325379609544469,1290.63765,3.66978365547635e-05,215.106275,0.0112784684344973
"5459","D - Working class",TRUE,"2021 / 15","50-59",11,1844,0.00596529284164859,1376.01975,3.91255809728056e-05,125.092704545455,0.00655887011944123
"5460","D - Working class",TRUE,"2021 / 15","60-69",22,1844,0.0119305856832972,1093.01655,3.10787018366863e-05,49.6825704545455,0.00260496028122043
"5461","D - Working class",TRUE,"2021 / 15","70-120",12,1844,0.00650759219088937,1392.18765,3.95852971074107e-05,116.0156375,0.00608294065550544
"5462","D - Working class",TRUE,"2021 / 16","18-29",5,2014,0.00248262164846077,1506.8928,4.28468096215463e-05,301.37856,0.0172586949155589
"5463","D - Working class",TRUE,"2021 / 16","30-39",8,2014,0.00397219463753724,1394.2536,3.96440400825829e-05,174.2817,0.00998038709079025
"5464","D - Working class",TRUE,"2021 / 16","40-49",6,2014,0.00297914597815293,1290.63765,3.66978365547635e-05,215.106275,0.0123182404702156
"5465","D - Working class",TRUE,"2021 / 16","50-59",7,2014,0.00347567030784508,1376.01975,3.91255809728056e-05,196.57425,0.0112569885827472
"5466","D - Working class",TRUE,"2021 / 16","60-69",16,2014,0.00794438927507448,1093.01655,3.10787018366863e-05,68.313534375,0.00391203159369289
"5467","D - Working class",TRUE,"2021 / 16","70-120",9,2014,0.00446871896722939,1392.18765,3.95852971074107e-05,154.687516666667,0.00885830981936945
"5468","D - Working class",TRUE,"2021 / 17","18-29",5,2186,0.00228728270814273,1506.8928,4.28468096215463e-05,301.37856,0.0187326251665401
"5469","D - Working class",TRUE,"2021 / 17","30-39",4,2186,0.00182982616651418,1394.2536,3.96440400825829e-05,348.5634,0.0216654679051316
"5470","D - Working class",TRUE,"2021 / 17","40-49",8,2186,0.00365965233302836,1290.63765,3.66978365547635e-05,161.32970625,0.0100276838385891
"5471","D - Working class",TRUE,"2021 / 17","50-59",3,2186,0.00137236962488564,1376.01975,3.91255809728056e-05,458.67325,0.028509506668851
"5472","D - Working class",TRUE,"2021 / 17","60-69",17,2186,0.00777676120768527,1093.01655,3.10787018366863e-05,64.2950911764706,0.00399635542441155
"5473","D - Working class",TRUE,"2021 / 17","70-120",10,2186,0.00457456541628545,1392.18765,3.95852971074107e-05,139.218765,0.00865334594767997
"5474","D - Working class",TRUE,"2021 / 18","18-29",6,3040,0.00197368421052632,1506.8928,4.28468096215463e-05,251.1488,0.0217090502082501
"5475","D - Working class",TRUE,"2021 / 18","30-39",9,3040,0.00296052631578947,1394.2536,3.96440400825829e-05,154.917066666667,0.013390875761228
"5476","D - Working class",TRUE,"2021 / 18","40-49",21,3040,0.00690789473684211,1290.63765,3.66978365547635e-05,61.4589357142857,0.00531244872030862
"5477","D - Working class",TRUE,"2021 / 18","50-59",56,3040,0.0184210526315789,1376.01975,3.91255809728056e-05,24.57178125,0.0021239601099523
"5478","D - Working class",TRUE,"2021 / 18","60-69",50,3040,0.0164473684210526,1093.01655,3.10787018366863e-05,21.860331,0.00188958507167053
"5479","D - Working class",TRUE,"2021 / 18","70-120",19,3040,0.00625,1392.18765,3.95852971074107e-05,73.2730342105263,0.00633364753718571
"5480","D - Working class",TRUE,"2021 / 19","18-29",5,1575,0.00317460317460317,1506.8928,4.28468096215463e-05,301.37856,0.0134967450307871
"5481","D - Working class",TRUE,"2021 / 19","30-39",10,1575,0.00634920634920635,1394.2536,3.96440400825829e-05,139.42536,0.00624393631300681
"5482","D - Working class",TRUE,"2021 / 19","40-49",14,1575,0.00888888888888889,1290.63765,3.66978365547635e-05,92.1884035714286,0.0041285066124109
"5483","D - Working class",TRUE,"2021 / 19","50-59",16,1575,0.0101587301587302,1376.01975,3.91255809728056e-05,86.001234375,0.00385142437701055
"5484","D - Working class",TRUE,"2021 / 19","60-69",30,1575,0.019047619047619,1093.01655,3.10787018366863e-05,36.433885,0.00163163184642603
"5485","D - Working class",TRUE,"2021 / 19","70-120",11,1575,0.00698412698412698,1392.18765,3.95852971074107e-05,126.562513636364,0.00566789481310653
"5486","D - Working class",TRUE,"2021 / 20","18-29",8,3071,0.00260501465320742,1506.8928,4.28468096215463e-05,188.3616,0.0164478190434711
"5487","D - Working class",TRUE,"2021 / 20","30-39",3,3071,0.000976880494952784,1394.2536,3.96440400825829e-05,464.7512,0.0405822823645374
"5488","D - Working class",TRUE,"2021 / 20","40-49",6,3071,0.00195376098990557,1290.63765,3.66978365547635e-05,215.106275,0.0187831760099465
"5489","D - Working class",TRUE,"2021 / 20","50-59",19,3071,0.00618690980136763,1376.01975,3.91255809728056e-05,72.4220921052632,0.00632392942986768
"5490","D - Working class",TRUE,"2021 / 20","60-69",15,3071,0.00488440247476392,1093.01655,3.10787018366863e-05,72.86777,0.00636284622269758
"5491","D - Working class",TRUE,"2021 / 20","70-120",6,3071,0.00195376098990557,1392.18765,3.95852971074107e-05,232.031275,0.0202610745694764
"5492","D - Working class",TRUE,"2021 / 21","18-29",1,1681,0.000594883997620464,1506.8928,4.28468096215463e-05,1506.8928,0.0720254869738194
"5493","D - Working class",TRUE,"2021 / 21","30-39",19,1681,0.0113027959547888,1394.2536,3.96440400825829e-05,73.3817684210526,0.00350745428309589
"5494","D - Working class",TRUE,"2021 / 21","40-49",16,1681,0.00951814396192742,1290.63765,3.66978365547635e-05,80.664853125,0.00385556645303484
"5495","D - Working class",TRUE,"2021 / 21","50-59",13,1681,0.00773349196906603,1376.01975,3.91255809728056e-05,105.847673076923,0.00505923858579125
"5496","D - Working class",TRUE,"2021 / 21","60-69",2,1681,0.00118976799524093,1093.01655,3.10787018366863e-05,546.508275,0.0261216488937348
"5497","D - Working class",TRUE,"2021 / 21","70-120",12,1681,0.00713860797144557,1392.18765,3.95852971074107e-05,116.0156375,0.00554524036979644
"5498","D - Working class",TRUE,"2021 / 22","18-29",1,3270,0.000305810397553517,1506.8928,4.28468096215463e-05,1506.8928,0.140109067462456
"5499","D - Working class",TRUE,"2021 / 22","30-39",4,3270,0.00122324159021407,1394.2536,3.96440400825829e-05,348.5634,0.0324090027675115
"5500","D - Working class",TRUE,"2021 / 22","40-49",13,3270,0.00397553516819572,1290.63765,3.66978365547635e-05,99.2798192307692,0.00923091734877513
"5501","D - Working class",TRUE,"2021 / 22","50-59",6,3270,0.0018348623853211,1376.01975,3.91255809728056e-05,229.336625,0.0213234416301791
"5502","D - Working class",TRUE,"2021 / 22","60-69",16,3270,0.00489296636085627,1093.01655,3.10787018366863e-05,68.313534375,0.00635170968787276
"5503","D - Working class",TRUE,"2021 / 22","70-120",7,3270,0.00214067278287462,1392.18765,3.95852971074107e-05,198.88395,0.0184919887916047
"5504","D - Working class",TRUE,"2021 / 23","18-29",5,2451,0.00203998368013056,1506.8928,4.28468096215463e-05,301.37856,0.021003506076482
"5505","D - Working class",TRUE,"2021 / 23","30-39",4,2451,0.00163198694410445,1394.2536,3.96440400825829e-05,348.5634,0.0242918855606027
"5506","D - Working class",TRUE,"2021 / 23","40-49",6,2451,0.00244798041615667,1290.63765,3.66978365547635e-05,215.106275,0.0149910662326209
"5507","D - Working class",TRUE,"2021 / 23","50-59",11,2451,0.00448796409628723,1376.01975,3.91255809728056e-05,125.092704545455,0.00871789081494059
"5508","D - Working class",TRUE,"2021 / 23","60-69",6,2451,0.00244798041615667,1093.01655,3.10787018366863e-05,182.169425,0.0126956497002864
"5509","D - Working class",TRUE,"2021 / 23","70-120",9,2451,0.00367197062423501,1392.18765,3.95852971074107e-05,154.687516666667,0.0107803959122515
"5510","D - Working class",TRUE,"2021 / 24","18-29",2,2291,0.000872981230903536,1506.8928,4.28468096215463e-05,753.4464,0.0490810204214813
"5511","D - Working class",TRUE,"2021 / 24","30-39",3,2291,0.0013094718463553,1394.2536,3.96440400825829e-05,464.7512,0.0302748319430658
"5512","D - Working class",TRUE,"2021 / 24","40-49",7,2291,0.00305543430816237,1290.63765,3.66978365547635e-05,184.376807142857,0.0120106776495662
"5513","D - Working class",TRUE,"2021 / 24","50-59",3,2291,0.0013094718463553,1376.01975,3.91255809728056e-05,458.67325,0.0298789020028992
"5514","D - Working class",TRUE,"2021 / 24","60-69",3,2291,0.0013094718463553,1093.01655,3.10787018366863e-05,364.33885,0.0237337686359494
"5515","D - Working class",TRUE,"2021 / 24","70-120",4,2291,0.00174596246180707,1392.18765,3.95852971074107e-05,348.0469125,0.0226724789182695
"5516","D - Working class",TRUE,"2021 / 25","18-29",7,2403,0.0029130253849355,1506.8928,4.28468096215463e-05,215.2704,0.0147086976457965
"5517","D - Working class",TRUE,"2021 / 25","30-39",18,2403,0.00749063670411985,1394.2536,3.96440400825829e-05,77.4585333333333,0.00529247935102482
"5518","D - Working class",TRUE,"2021 / 25","40-49",19,2403,0.00790678318768206,1290.63765,3.66978365547635e-05,67.928297368421,0.00464131059163667
"5519","D - Working class",TRUE,"2021 / 25","50-59",19,2403,0.00790678318768206,1376.01975,3.91255809728056e-05,72.4220921052632,0.00494835637250799
"5520","D - Working class",TRUE,"2021 / 25","60-69",18,2403,0.00749063670411985,1093.01655,3.10787018366863e-05,60.7231416666667,0.00414900669519762
"5521","D - Working class",TRUE,"2021 / 25","70-120",3,2403,0.00124843945068664,1392.18765,3.95852971074107e-05,464.06255,0.0317078229830359
"5522","D - Working class",TRUE,"2021 / 26","18-29",1,3912,0.000255623721881391,1506.8928,4.28468096215463e-05,1506.8928,0.167616719239489
"5523","D - Working class",TRUE,"2021 / 26","40-49",4,3912,0.00102249488752556,1290.63765,3.66978365547635e-05,322.6594125,0.0358904841505587
"5524","D - Working class",TRUE,"2021 / 26","50-59",8,3912,0.00204498977505112,1376.01975,3.91255809728056e-05,172.00246875,0.0191324090957019
"5525","D - Working class",TRUE,"2021 / 26","60-69",10,3912,0.00255623721881391,1093.01655,3.10787018366863e-05,109.301655,0.0121579881585117
"5526","D - Working class",TRUE,"2021 / 26","70-120",4,3912,0.00102249488752556,1392.18765,3.95852971074107e-05,348.0469125,0.0387144205710476
"5527","D - Working class",TRUE,"2021 / 27","18-29",6,2071,0.00289715113471753,1506.8928,4.28468096215463e-05,251.1488,0.0147892904543704
"5528","D - Working class",TRUE,"2021 / 27","30-39",16,2071,0.00772573635924674,1394.2536,3.96440400825829e-05,87.14085,0.00513142543818933
"5529","D - Working class",TRUE,"2021 / 27","40-49",7,2071,0.00338000965717045,1290.63765,3.66978365547635e-05,184.376807142857,0.0108573170721307
"5530","D - Working class",TRUE,"2021 / 27","50-59",26,2071,0.012554321583776,1376.01975,3.91255809728056e-05,52.9238365384615,0.00311650300748771
"5531","D - Working class",TRUE,"2021 / 27","60-69",23,2071,0.0111057460164172,1093.01655,3.10787018366863e-05,47.5224586956522,0.00279843441320771
"5532","D - Working class",TRUE,"2021 / 27","70-120",10,2071,0.00482858522452921,1392.18765,3.95852971074107e-05,139.218765,0.00819811503094475
"5533","D - Working class",TRUE,"2021 / 28","40-49",22,2340,0.0094017094017094,1290.63765,3.66978365547635e-05,58.6653477272727,0.00390331534264303
"5534","D - Working class",TRUE,"2021 / 28","50-59",18,2340,0.00769230769230769,1376.01975,3.91255809728056e-05,76.4455416666667,0.00508632552646473
"5535","D - Working class",TRUE,"2021 / 28","60-69",22,2340,0.0094017094017094,1093.01655,3.10787018366863e-05,49.6825704545455,0.00330564374081118
"5536","D - Working class",TRUE,"2021 / 28","70-120",8,2340,0.00341880341880342,1392.18765,3.95852971074107e-05,174.02345625,0.0115786994039176
"5537","D - Working class",TRUE,"2021 / 29","18-29",1,2433,0.00041101520756268,1506.8928,4.28468096215463e-05,1506.8928,0.104246287809222
"5538","D - Working class",TRUE,"2021 / 29","30-39",9,2433,0.00369913686806412,1394.2536,3.96440400825829e-05,154.917066666667,0.0107171055023249
"5539","D - Working class",TRUE,"2021 / 29","40-49",19,2433,0.00780928894369092,1290.63765,3.66978365547635e-05,67.928297368421,0.00469925454409156
"5540","D - Working class",TRUE,"2021 / 29","50-59",14,2433,0.00575421290587752,1376.01975,3.91255809728056e-05,98.287125,0.00679946703620257
"5541","D - Working class",TRUE,"2021 / 29","60-69",10,2433,0.0041101520756268,1093.01655,3.10787018366863e-05,109.301655,0.00756144815686578
"5542","D - Working class",TRUE,"2021 / 29","70-120",28,2433,0.011508425811755,1392.18765,3.95852971074107e-05,49.7209875,0.00343967956651179
"5543","D - Working class",TRUE,"2021 / 30","18-29",1,2830,0.000353356890459364,1506.8928,4.28468096215463e-05,1506.8928,0.121256471228976
"5544","D - Working class",TRUE,"2021 / 30","30-39",2,2830,0.000706713780918728,1394.2536,3.96440400825829e-05,697.1268,0.0560963167168548
"5545","D - Working class",TRUE,"2021 / 30","40-49",12,2830,0.00424028268551237,1290.63765,3.66978365547635e-05,107.5531375,0.00865457312083173
"5546","D - Working class",TRUE,"2021 / 30","50-59",54,2830,0.0190812720848057,1376.01975,3.91255809728056e-05,25.4818472222222,0.00205047026209333
"5547","D - Working class",TRUE,"2021 / 30","60-69",48,2830,0.0169611307420495,1093.01655,3.10787018366863e-05,22.771178125,0.00183234846245463
"5548","D - Working class",TRUE,"2021 / 30","70-120",15,2830,0.00530035335689046,1392.18765,3.95852971074107e-05,92.81251,0.00746842605426481
"5549","D - Working class",TRUE,"2021 / 31","18-29",15,2276,0.00659050966608084,1506.8928,4.28468096215463e-05,100.45952,0.00650128924657596
"5550","D - Working class",TRUE,"2021 / 31","30-39",4,2276,0.00175746924428822,1394.2536,3.96440400825829e-05,348.5634,0.0225574588069897
"5551","D - Working class",TRUE,"2021 / 31","40-49",19,2276,0.00834797891036907,1290.63765,3.66978365547635e-05,67.928297368421,0.0043960145262443
"5552","D - Working class",TRUE,"2021 / 31","50-59",18,2276,0.00790861159929701,1376.01975,3.91255809728056e-05,76.4455416666667,0.00494721234967253
"5553","D - Working class",TRUE,"2021 / 31","60-69",20,2276,0.00878734622144113,1093.01655,3.10787018366863e-05,54.6508275,0.0035367562690149
"5554","D - Working class",TRUE,"2021 / 31","70-120",20,2276,0.00878734622144113,1392.18765,3.95852971074107e-05,69.6093825,0.00450480681082333
"5555","D - Working class",TRUE,"2021 / 32","18-29",2,2592,0.000771604938271605,1506.8928,4.28468096215463e-05,753.4464,0.055529465269524
"5556","D - Working class",TRUE,"2021 / 32","40-49",7,2592,0.00270061728395062,1290.63765,3.66978365547635e-05,184.376807142857,0.013588684621421
"5557","D - Working class",TRUE,"2021 / 32","50-59",16,2592,0.00617283950617284,1376.01975,3.91255809728056e-05,86.001234375,0.00633834411759451
"5558","D - Working class",TRUE,"2021 / 32","60-69",49,2592,0.0189043209876543,1093.01655,3.10787018366863e-05,22.3064602040816,0.00164399990123859
"5559","D - Working class",TRUE,"2021 / 32","70-120",16,2592,0.00617283950617284,1392.18765,3.95852971074107e-05,87.011728125,0.00641281813140053
"5560","D - Working class",TRUE,"2021 / 33","18-29",5,3603,0.00138773244518457,1506.8928,4.28468096215463e-05,301.37856,0.0308754110132863
"5561","D - Working class",TRUE,"2021 / 33","30-39",10,3603,0.00277546489036914,1394.2536,3.96440400825829e-05,139.42536,0.0142837476417546
"5562","D - Working class",TRUE,"2021 / 33","40-49",25,3603,0.00693866222592284,1290.63765,3.66978365547635e-05,51.625506,0.00528889220427252
"5563","D - Working class",TRUE,"2021 / 33","50-59",31,3603,0.00860394116014432,1376.01975,3.91255809728056e-05,44.3877338709677,0.00454740220145221
"5564","D - Working class",TRUE,"2021 / 33","60-69",22,3603,0.0061060227588121,1093.01655,3.10787018366863e-05,49.6825704545455,0.00508984375989003
"5565","D - Working class",TRUE,"2021 / 33","70-120",5,3603,0.00138773244518457,1392.18765,3.95852971074107e-05,278.43753,0.0285251650956001
"5566","D - Working class",TRUE,"2021 / 34","18-29",14,2652,0.0052790346907994,1506.8928,4.28468096215463e-05,107.6352,0.00811640993688149
"5567","D - Working class",TRUE,"2021 / 34","30-39",17,2652,0.00641025641025641,1394.2536,3.96440400825829e-05,82.0149176470588,0.00618447025288294
"5568","D - Working class",TRUE,"2021 / 34","40-49",12,2652,0.00452488687782805,1290.63765,3.66978365547635e-05,107.5531375,0.00811022187860273
"5569","D - Working class",TRUE,"2021 / 34","50-59",13,2652,0.00490196078431373,1376.01975,3.91255809728056e-05,105.847673076923,0.00798161851845234
"5570","D - Working class",TRUE,"2021 / 34","60-69",8,2652,0.00301659125188537,1093.01655,3.10787018366863e-05,136.62706875,0.0103025896588615
"5571","D - Working class",TRUE,"2021 / 34","70-120",8,2652,0.00301659125188537,1392.18765,3.95852971074107e-05,174.02345625,0.0131225259911066
"5572","D - Working class",TRUE,"2021 / 35","18-29",6,2562,0.00234192037470726,1506.8928,4.28468096215463e-05,251.1488,0.0182955877084003
"5573","D - Working class",TRUE,"2021 / 35","30-39",6,2562,0.00234192037470726,1394.2536,3.96440400825829e-05,232.3756,0.0169280051152629
"5574","D - Working class",TRUE,"2021 / 35","40-49",7,2562,0.00273224043715847,1290.63765,3.66978365547635e-05,184.376807142857,0.0134314081790434
"5575","D - Working class",TRUE,"2021 / 35","50-59",9,2562,0.00351288056206089,1376.01975,3.91255809728056e-05,152.891083333333,0.0111377487169253
"5576","D - Working class",TRUE,"2021 / 35","60-69",34,2562,0.0132708821233411,1093.01655,3.10787018366863e-05,32.1475455882353,0.00234187159134089
"5577","D - Working class",TRUE,"2021 / 35","70-120",21,2562,0.00819672131147541,1392.18765,3.95852971074107e-05,66.29465,0.0048294062471041
"5578","D - Working class",TRUE,"2021 / 36","18-29",3,2275,0.00131868131868132,1506.8928,4.28468096215463e-05,502.2976,0.032492163963006
"5579","D - Working class",TRUE,"2021 / 36","30-39",12,2275,0.00527472527472527,1394.2536,3.96440400825829e-05,116.1878,0.00751584926565635
"5580","D - Working class",TRUE,"2021 / 36","40-49",20,2275,0.00879120879120879,1290.63765,3.66978365547635e-05,64.5318825,0.00417437890810435
"5581","D - Working class",TRUE,"2021 / 36","50-59",20,2275,0.00879120879120879,1376.01975,3.91255809728056e-05,68.8009875,0.00445053483565664
"5582","D - Working class",TRUE,"2021 / 36","60-69",25,2275,0.010989010989011,1093.01655,3.10787018366863e-05,43.720662,0.00282816186713845
"5583","D - Working class",TRUE,"2021 / 36","70-120",1,2275,0.00043956043956044,1392.18765,3.95852971074107e-05,1392.18765,0.0900565509193593
