"","part_social_group","week","part_age_group","sample","sample_total","sample_proportion","pop_estimate","pop_proportion","weight_raw","weight_proportion"
"39","A - Upper middle class","2020 / 21","40-49",14,1430,0.00979020979020979,344.17004,0.000103420929738935,24.5835742857143,0.0105637092519055
"40","A - Upper middle class","2020 / 21","50-59",8,1430,0.00559440559440559,366.9386,0.000110262738642513,45.867325,0.0197094645323492
"41","A - Upper middle class","2020 / 21","60-69",11,1430,0.00769230769230769,291.47108,8.75852241107666e-05,26.4973709090909,0.0113860791343997
"42","A - Upper middle class","2020 / 21","70-120",3,1430,0.0020979020979021,371.25004,0.000111558299212845,123.750013333333,0.0531761226247894
"43","A - Upper middle class","2020 / 22","18-29",5,1045,0.00478468899521531,401.83808,0.000120749812616196,80.367616,0.0252367108367849
"44","A - Upper middle class","2020 / 22","30-39",7,1045,0.00669856459330144,371.80096,0.000111723847203634,53.1144228571429,0.0166787743325425
"45","A - Upper middle class","2020 / 22","40-49",6,1045,0.00574162679425837,344.17004,0.000103420929738935,57.3616733333333,0.0180124785961978
"46","A - Upper middle class","2020 / 22","50-59",4,1045,0.00382775119617225,366.9386,0.000110262738642513,91.73465,0.0288061404703565
"47","A - Upper middle class","2020 / 22","60-69",8,1045,0.0076555023923445,291.47108,8.75852241107666e-05,36.433885,0.0114408198994689
"48","A - Upper middle class","2020 / 22","70-120",16,1045,0.015311004784689,371.25004,0.000111558299212845,23.2031275,0.00728615141733893
"49","A - Upper middle class","2020 / 23","18-29",3,1363,0.00220102714600147,401.83808,0.000120749812616196,133.946026666667,0.0548606648652915
"50","A - Upper middle class","2020 / 23","30-39",9,1363,0.0066030814380044,371.80096,0.000111723847203634,41.3112177777778,0.0169199559709503
"51","A - Upper middle class","2020 / 23","40-49",11,1363,0.00807043286867205,344.17004,0.000103420929738935,31.2881854545455,0.0128147933849244
"52","A - Upper middle class","2020 / 23","50-59",8,1363,0.00586940572267058,366.9386,0.000110262738642513,45.867325,0.0187860140962181
"53","A - Upper middle class","2020 / 23","60-69",11,1363,0.00807043286867205,291.47108,8.75852241107666e-05,26.4973709090909,0.0108526054966341
"54","A - Upper middle class","2020 / 23","70-120",2,1363,0.00146735143066764,371.25004,0.000111558299212845,185.62502,0.0760269809135538
"55","A - Upper middle class","2020 / 24","18-29",4,1055,0.0037914691943128,401.83808,0.000120749812616196,100.45952,0.0318477630775216
"56","A - Upper middle class","2020 / 24","30-39",7,1055,0.00663507109004739,371.80096,0.000111723847203634,53.1144228571429,0.0168383798285477
"57","A - Upper middle class","2020 / 24","40-49",13,1055,0.0123222748815166,344.17004,0.000103420929738935,26.4746184615385,0.00839300622112126
"58","A - Upper middle class","2020 / 24","50-59",7,1055,0.00663507109004739,366.9386,0.000110262738642513,52.4198,0.0166181698954073
"59","A - Upper middle class","2020 / 24","60-69",10,1055,0.00947867298578199,291.47108,8.75852241107666e-05,29.147108,0.00924024114368587
"60","A - Upper middle class","2020 / 24","70-120",19,1055,0.0180094786729858,371.25004,0.000111558299212845,19.5394757894737,0.00619442135102902
